1443455102,22802699840,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:45:02_CEST_2015,45.43417,12.340808,Palazzo_Ducale,45.4339,12.3400
1443455214,22977307392,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:46:54_CEST_2015,45.43521,12.339977,Basilica_di_San_Marco,45.4345,12.3395
1443455230,23001843551,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:47:10_CEST_2015,45.43521,12.339977,Basilica_di_San_Marco,45.4345,12.3395
1443455827,22572390787,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:57:07_CEST_2015,45.43559,12.342988,Campo_San_Provolo,_45.435657,_12.344213
1443455836,22369572353,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:57:16_CEST_2015,45.435505,12.343019,Campo_San_Provolo,_45.435657,_12.344213
1443455924,22802706150,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:58:44_CEST_2015,45.43518,12.342466,Campo_San_Zaccaria,_45.434682,_12.343147
1443455994,22369574393,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_17:59:54_CEST_2015,45.43487,12.34193,Campo_San_Zaccaria,_45.434682,_12.343147
1443456072,22572394487,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:01:12_CEST_2015,45.43445,12.342455,Campo_San_Zaccaria,_45.434682,_12.343147
1443456719,22802709660,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:11:59_CEST_2015,45.433796,12.34238,Monumento_Nazionale_a_Vittorio_Emanuele_II,_45.433921,_12.343493
1443456783,22802710290,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:13:03_CEST_2015,45.435127,12.342558,Campo_San_Zaccaria,_45.434682,_12.343147
1443456873,22572397487,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:14:33_CEST_2015,45.43552,12.342969,Campo_San_Provolo,_45.435657,_12.344213
1443459464,22802718870,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:57:44_CEST_2015,45.43721,12.338566,Chiesa_Santa_Maria_della_Fava,_45.437006,_12.337910
1443459526,22368014554,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:58:46_CEST_2015,45.43721,12.338566,Chiesa_Santa_Maria_della_Fava,_45.437006,_12.337910
1443459567,23001862371,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_18:59:27_CEST_2015,45.43721,12.338566,Chiesa_Santa_Maria_della_Fava,_45.437006,_12.337910
1443463273,22598587559,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:01:13_CEST_2015,45.434402,12.338366,Torre_dell'orologio,45.4346,12.3389
1443463276,23001869341,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:01:16_CEST_2015,45.434402,12.338366,Torre_dell'orologio,45.4346,12.3389
1443463434,22802727980,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:03:54_CEST_2015,45.434338,12.338311,Torre_dell'orologio,45.4346,12.3389
1443463438,22802728830,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:03:58_CEST_2015,45.434338,12.338311,Torre_dell'orologio,45.4346,12.3389
1443463441,23001871731,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:04:01_CEST_2015,45.434338,12.338311,Torre_dell'orologio,45.4346,12.3389
1443463726,22572416767,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:08:46_CEST_2015,45.43435,12.338277,Torre_dell'orologio,45.4346,12.3389
1443463728,22964745896,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:08:48_CEST_2015,45.434357,12.338272,Torre_dell'orologio,45.4346,12.3389
1443463733,22369600173,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:08:53_CEST_2015,45.434357,12.338272,Torre_dell'orologio,45.4346,12.3389
1443463739,22990794085,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:08:59_CEST_2015,45.434357,12.338272,Torre_dell'orologio,45.4346,12.3389
1443463742,22802734230,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:09:02_CEST_2015,45.434357,12.338272,Torre_dell'orologio,45.4346,12.3389
1443463813,22990795365,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Mon_Sep_28_20:10:13_CEST_2015,45.434387,12.338255,Torre_dell'orologio,45.4346,12.3389
1443503853,22598596639,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:17:33_CEST_2015,45.438686,12.339161,Chiesa_dei_Miracoli,45.4394,12.3392
1443503863,22572423207,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:17:43_CEST_2015,45.438686,12.339161,Chiesa_dei_Miracoli,45.4394,12.3392
1443503875,22369605273,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:17:55_CEST_2015,45.438686,12.339161,Chiesa_dei_Miracoli,45.4394,12.3392
1443503907,22572424877,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:18:27_CEST_2015,45.438625,12.339138,Chiesa_dei_Miracoli,45.4394,12.3392
1443503909,22990800165,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:18:29_CEST_2015,45.438625,12.339138,Chiesa_dei_Miracoli,45.4394,12.3392
1443504996,22368039334,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:36:36_CEST_2015,45.438522,12.339202,Chiesa_dei_Miracoli,45.4394,12.3392
1443505009,23001886151,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:36:49_CEST_2015,45.438522,12.339202,Chiesa_dei_Miracoli,45.4394,12.3392
1443505023,22572477518,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_07:37:03_CEST_2015,45.438522,12.339202,Chiesa_dei_Miracoli,45.4394,12.3392
1443513765,22964773806,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:02:45_CEST_2015,45.434845,12.339325,Torre_dell'orologio,45.4346,12.3389
1443513769,22598620479,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:02:49_CEST_2015,45.434685,12.338972,Torre_dell'orologio,45.4346,12.3389
1443513772,22598621399,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:02:52_CEST_2015,45.434685,12.338972,Torre_dell'orologio,45.4346,12.3389
1443513776,22990821005,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:02:56_CEST_2015,45.434685,12.338972,Torre_dell'orologio,45.4346,12.3389
1443513802,23001902501,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:03:22_CEST_2015,45.434685,12.338972,Torre_dell'orologio,45.4346,12.3389
1443513848,23001902821,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:04:08_CEST_2015,45.434685,12.338972,Torre_dell'orologio,45.4346,12.3389
1443513876,22964778366,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:04:36_CEST_2015,45.4347,12.338977,Torre_dell'orologio,45.4346,12.3389
1443513893,22572495278,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:04:53_CEST_2015,45.434643,12.338808,Torre_dell'orologio,45.4346,12.3389
1443513956,22369631223,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:05:56_CEST_2015,45.434483,12.338602,Torre_dell'orologio,45.4346,12.3389
1443514311,22977370922,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:11:51_CEST_2015,45.433403,12.340347,Palazzo_Ducale,45.4339,12.3400
1443514346,22572497008,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:12:26_CEST_2015,45.433403,12.340347,Palazzo_Ducale,45.4339,12.3400
1443514353,22369632783,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:12:33_CEST_2015,45.433365,12.340338,Palazzo_Ducale,45.4339,12.3400
1443514354,22598626619,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:12:34_CEST_2015,45.433365,12.340338,Palazzo_Ducale,45.4339,12.3400
1443514475,22572498868,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:14:35_CEST_2015,45.433487,12.34003,Palazzo_Ducale,45.4339,12.3400
1443514483,22368062544,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:14:43_CEST_2015,45.433487,12.34003,Palazzo_Ducale,45.4339,12.3400
1443514519,22368062734,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:15:19_CEST_2015,45.433487,12.339963,Palazzo_Ducale,45.4339,12.3400
1443514708,23001909041,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:18:28_CEST_2015,45.43415,12.338716,Torre_dell'orologio,45.4346,12.3389
1443514741,22977374802,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:19:01_CEST_2015,45.434147,12.338619,Torre_dell'orologio,45.4346,12.3389
1443514744,22990828755,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_10:19:04_CEST_2015,45.434147,12.338619,Torre_dell'orologio,45.4346,12.3389
1443518688,22369637393,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_11:24:48_CEST_2015,45.434227,12.33868,Torre_dell'orologio,45.4346,12.3389
1443520142,22572457827,100321058@N07,Fri_Nov_13_20:25:31_CET_2015,Tue_Sep_29_11:49:02_CEST_2015,45.434864,12.343288,Campo_San_Zaccaria,_45.434682,_12.343147
1445791105,22091126303,100328182@N06,Mon_Nov_02_15:30:41_CET_2015,Sun_Oct_25_17:38:25_CET_2015,45.43693,12.33405,Gaggio_Carta_Di_Girotto_Sas,_45.437710,_12.334397
1422484966,16207567239,100365934@N03,Thu_Jan_29_08:42:46_CET_2015,Wed_Jan_28_23:42:46_CET_2015,45.438084,12.335908,Fontego_dei_Tedeschi,_45.438296,_12.336658
1427382840,16816831920,100424268@N03,Thu_Apr_02_01:08:49_CEST_2015,Thu_Mar_26_16:14:00_CET_2015,45.434654,12.339405,Palazzo_Ducale,45.4339,12.3400
1427389699,16381921614,100424268@N03,Thu_Apr_02_01:08:52_CEST_2015,Thu_Mar_26_18:08:19_CET_2015,45.438644,12.342077,Basilica_dei_Santi_Giovanni_e_Paolo,45.4394,12.3417
1427392329,17004329675,100424268@N03,Thu_Apr_02_01:08:52_CEST_2015,Thu_Mar_26_18:52:09_CET_2015,45.43459,12.339063,Torre_dell'orologio,45.4346,12.3389
1427538787,16818128289,100424268@N03,Thu_Apr_02_01:08:54_CEST_2015,Sat_Mar_28_11:33:07_CET_2015,45.434334,12.340586,Palazzo_Ducale,45.4339,12.3400
1427538883,16818126839,100424268@N03,Thu_Apr_02_01:08:55_CEST_2015,Sat_Mar_28_11:34:43_CET_2015,45.43347,12.339019,Palace_Gardens,_45.432993,_12.338410
1427539152,17004322185,100424268@N03,Thu_Apr_02_01:08:56_CEST_2015,Sat_Mar_28_11:39:12_CET_2015,45.433914,12.3386,Torre_dell'orologio,45.4346,12.3389
1427545118,16796926397,100424268@N03,Thu_Apr_02_01:08:56_CEST_2015,Sat_Mar_28_13:18:38_CET_2015,45.43419,12.338941,Palazzo_Ducale,45.4339,12.3400
1427549596,17003430281,100424268@N03,Thu_Apr_02_01:08:56_CEST_2015,Sat_Mar_28_14:33:16_CET_2015,45.439995,12.33895,Chiesa_dei_Miracoli,45.4394,12.3392
1427619169,17002894052,100424268@N03,Thu_Apr_02_01:09:06_CEST_2015,Sun_Mar_29_10:52:49_CEST_2015,45.430935,12.330086,Collezione_Peggy_Guggenheim,45.4306,12.3311
1427619308,17002893742,100424268@N03,Thu_Apr_02_01:09:08_CEST_2015,Sun_Mar_29_10:55:08_CEST_2015,45.430523,12.3318,Collezione_Peggy_Guggenheim,45.4306,12.3311
1427619633,16381911314,100424268@N03,Thu_Apr_02_01:09:08_CEST_2015,Sun_Mar_29_11:00:33_CEST_2015,45.43069,12.331675,Collezione_Peggy_Guggenheim,45.4306,12.3311
1427619691,17003426601,100424268@N03,Thu_Apr_02_01:09:10_CEST_2015,Sun_Mar_29_11:01:31_CEST_2015,45.430782,12.331708,Collezione_Peggy_Guggenheim,45.4306,12.3311
1427619784,16381910854,100424268@N03,Thu_Apr_02_01:09:10_CEST_2015,Sun_Mar_29_11:03:04_CEST_2015,45.430676,12.3314,Collezione_Peggy_Guggenheim,45.4306,12.3311
1427624544,16816579488,100424268@N03,Thu_Apr_02_01:09:11_CEST_2015,Sun_Mar_29_12:22:24_CEST_2015,45.42941,12.326333,Santa_Maria_del_Rosario,_45.429362,_12.327268
1427624672,16816819620,100424268@N03,Thu_Apr_02_01:09:12_CEST_2015,Sun_Mar_29_12:24:32_CEST_2015,45.429184,12.326369,Santa_Maria_del_Rosario,_45.429362,_12.327268
1427628328,16816819830,100424268@N03,Thu_Apr_02_01:09:11_CEST_2015,Sun_Mar_29_13:25:28_CEST_2015,45.438385,12.318999,Ponte_della_Costituzione,_45.438806,_12.319361
1426083424,16577662177,100597270@N04,Wed_Mar_11_15:17:04_CET_2015,Wed_Mar_11_15:17:04_CET_2015,45.43392,12.338526,Torre_dell'orologio,45.4346,12.3389
1435661017,18672111713,100597270@N04,Tue_Jun_30_12:43:37_CEST_2015,Tue_Jun_30_12:43:37_CEST_2015,45.44014,12.329063,Palazzo_Mocenigo,45.4406,12.3298
1444401218,21433094343,100597270@N04,Fri_Oct_09_16:33:38_CEST_2015,Fri_Oct_09_16:33:38_CEST_2015,45.43797,12.329235,Campo_San_Polo,_45.437590,_12.329919
1443012888,22033254601,100606614@N05,Wed_Oct_07_20:21:24_CEST_2015,Wed_Sep_23_14:54:48_CEST_2015,45.43235,12.337541,Palace_Gardens,_45.432993,_12.338410
1447684235,23602599636,100629421@N07,Wed_Dec_09_11:59:26_CET_2015,Mon_Nov_16_15:30:35_CET_2015,45.431858,12.328784,Gallerie_dell'Accademia,45.4312,12.3280
1447689940,23262417290,100629421@N07,Sun_Dec_06_11:47:03_CET_2015,Mon_Nov_16_17:05:40_CET_2015,45.433094,12.339448,Palace_Gardens,_45.432993,_12.338410
1447692944,23146551179,100629421@N07,Fri_Dec_04_13:06:12_CET_2015,Mon_Nov_16_17:55:44_CET_2015,45.43174,12.32872,Gallerie_dell'Accademia,45.4312,12.3280
1447771068,23536447695,100629421@N07,Sat_Dec_05_13:03:29_CET_2015,Tue_Nov_17_15:37:48_CET_2015,45.438576,12.335929,Fontego_dei_Tedeschi,_45.438296,_12.336658
1447775958,23336890182,100629421@N07,Tue_Dec_01_13:52:54_CET_2015,Tue_Nov_17_16:59:18_CET_2015,45.43377,12.340972,Palazzo_Ducale,45.4339,12.3400
1447776221,23297165875,100629421@N07,Wed_Nov_25_11:06:00_CET_2015,Tue_Nov_17_17:03:41_CET_2015,45.43318,12.33962,Palace_Gardens,_45.432993,_12.338410
1447824888,23465804795,100629421@N07,Wed_Dec_02_11:06:25_CET_2015,Wed_Nov_18_06:34:48_CET_2015,45.433846,12.337346,Museo_Correr,45.4336,12.3372
1447825354,23244405505,100629421@N07,Mon_Nov_23_14:50:45_CET_2015,Wed_Nov_18_06:42:34_CET_2015,45.434315,12.338021,Torre_dell'orologio,45.4346,12.3389
1447825735,23581799546,100629421@N07,Tue_Dec_08_13:59:54_CET_2015,Wed_Nov_18_06:48:55_CET_2015,45.433876,12.33947,Palazzo_Ducale,45.4339,12.3400
1447825918,23273825835,100629421@N07,Tue_Nov_24_12:39:35_CET_2015,Wed_Nov_18_06:51:58_CET_2015,45.43372,12.339566,Palazzo_Ducale,45.4339,12.3400
1447826959,23419648305,100629421@N07,Mon_Nov_30_12:18:12_CET_2015,Wed_Nov_18_07:09:19_CET_2015,45.433784,12.341701,Ponte_dei_Sospiri,45.4340,12.3409
1447829930,23367210775,100629421@N07,Sat_Nov_28_11:26:24_CET_2015,Wed_Nov_18_07:58:50_CET_2015,45.43341,12.340199,Palazzo_Ducale,45.4339,12.3400
1447862671,23025937420,100629421@N07,Thu_Nov_26_12:42:45_CET_2015,Wed_Nov_18_17:04:31_CET_2015,45.42957,12.343686,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1447942535,23024866179,100629421@N07,Sun_Nov_29_11:57:56_CET_2015,Thu_Nov_19_15:15:35_CET_2015,45.43413,12.339019,Palazzo_Ducale,45.4339,12.3400
